Row,Faculty,AcademicCareer,CourseCode,CourseName,CourseID,OfferingSeq,Year,T,TermSeq,TermCode,SortKey,IsRedacted,FL,UF,AF,NF,PS,CR,DN,HD,AW,PW,CN,CO,CM,SY,EF,EC,EM,AS,PE,NC,FailSum,WithdrawSum,NonstdSum,OtherSum,Fail_norm,PS_norm,CR_norm,DN_norm,HD_norm,IsNonStandardGrading,Note,Index
2086,Faculty of Medicine and Health,P,VISN5512,Sensory Processes and Movement,066578,1,2024,Term 1,1,24T1,20241,False,,,,6.67,,13.33,60.0,20.0,,,,,,,,,,,,,6.67,,,,6.67,0.0,13.33,60.0,20.0,False,,46.66
2087,Faculty of Medicine and Health,P,VISN5513,Disability Diversity Inclusion,066582,1,2024,Term 1,1,24T1,20241,False,,,,7.69,15.38,15.38,30.77,30.77,,,,,,,,,,,,,7.69,,,,7.69,15.38,15.38,30.77,30.77,False,,42.31
2088,UNSW Canberra at ADFA,P,YCAN8000,US Cyber Pol & Info Security,065509,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2089,Faculty of Medicine and Health,U,YMED3004,Behavioural Mental Disorders,065298,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2090,Faculty of Medicine and Health,P,YMED5001,Homeland Security,065151,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2091,Faculty of Medicine and Health,P,YMED5004,IT in Emergency Management,065222,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2092,Faculty of Medicine and Health,P,YMED5008,Applied Data Analysis in CJ,065218,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2093,Faculty of Medicine and Health,P,YMED5009,Prog. Evaluation for EM and HS,065217,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2094,Faculty of Medicine and Health,P,YMED5010,GIS and Analysis,065216,1,2024,Term 1,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2095,UNSW Canberra at ADFA,P,ZSPS9000,Foundations of Organisational,067336,1,2024,Term 1,1,24T1,20241,False,,,,,10.0,30.0,50.0,10.0,,,,,,,,,,,,,,,,,0.0,10.0,30.0,50.0,10.0,False,,42.5
2096,UNSW Business School,U,ACCT2542,Corporate Financial Reporting,000005,1,2024,Term 2,3,24T2,20243,False,8.81,,,0.61,39.21,29.79,16.11,4.86,0.61,,,,,,,,,,,,9.42,0.61,,,9.48,39.45,29.97,16.21,4.89,False,,11.01
2097,UNSW Business School,U,ACCT3202,Industry Placement 2,063216,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2098,UNSW Business School,U,ACCT3303,Industry Placement 3,063217,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2099,UNSW Business School,U,ACCT3610,Business Analysis & Valuation,054903,1,2024,Term 2,3,24T2,20243,False,,,,,16.67,29.17,45.83,8.33,,,,,,,,,,,,,,,,,0.0,16.67,29.17,45.83,8.33,False,,38.54
2100,UNSW Business School,U,ACCT3672,Accounting analytics,065875,1,2024,Term 2,3,24T2,20243,False,3.85,,,,7.69,61.54,19.23,,7.69,,,,,,,,,,,,3.85,7.69,,,4.17,8.33,66.67,20.83,0.0,False,,22.91
2101,UNSW Business School,U,ACCT3995,Fraud Examination Fundamentals,066789,1,2024,Term 2,3,24T2,20243,False,,,,,7.89,23.68,52.63,15.79,,,,,,,,,,,,,,,,,0.0,7.89,23.68,52.63,15.79,False,,48.03
2102,UNSW Business School,U,ACCT4797,Thesis (Accounting) B,065867,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2103,UNSW Business School,U,ACCT4809,Current Develop in Audit Res,000020,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2104,UNSW Business School,P,ACCT5910,Business Analysis & Valuation,000043,1,2024,Term 2,3,24T2,20243,False,,,,,14.0,34.67,40.67,10.67,,,,,,,,,,,,,,,,,0.0,14.0,34.67,40.67,10.67,False,,39.67
2105,UNSW Business School,P,ACCT5919,Business Risk Management,000050,1,2024,Term 2,3,24T2,20243,False,0.62,,,0.31,12.46,61.68,24.61,0.31,,,,,,,,,,,,,0.93,,,,0.93,12.46,61.68,24.61,0.31,False,,27.1
2106,UNSW Business School,P,ACCT5925,ESG Reporting,064999,1,2024,Term 2,3,24T2,20243,False,0.67,,,,8.67,52.33,34.67,3.67,,,,,,,,,,,,,0.67,,,,0.67,8.67,52.33,34.67,3.67,False,,33.42
2107,UNSW Business School,P,ACCT5930,Financial Accounting,000054,1,2024,Term 2,3,24T2,20243,False,10.42,,,0.69,33.33,24.31,19.44,10.42,1.39,,,,,,,,,,,,11.11,1.39,,,11.27,33.8,24.65,19.71,10.57,False,,15.32
2108,UNSW Business School,P,ACCT5935,CPA Ethics & Governance,066788,1,2024,Term 2,3,24T2,20243,False,,,,,,6.67,60.0,6.67,,,,,,,,,,,26.67,,,,,26.67,0.0,0.0,6.67,60.0,6.67,False,Notable other/continuing grades: PE 26.7%,38.34
2109,UNSW Business School,P,ACCT5936,CPA Financial Reporting,066900,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2110,UNSW Business School,P,ACCT5937,CPA Strat Management Account,066897,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2111,UNSW Business School,P,ACCT5938,CPA Global Strategy & Leader,066792,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2112,UNSW Business School,P,ACCT5942,Corporate Accounting & Regulat,000061,1,2024,Term 2,3,24T2,20243,False,8.58,,,,40.92,29.7,17.49,3.3,,,,,,,,,,,,,8.58,,,,8.58,40.92,29.7,17.49,3.3,False,,10.89
2113,UNSW Business School,P,ACCT5943,Advanced Financial Reporting,000062,1,2024,Term 2,3,24T2,20243,False,0.72,,,,35.25,30.22,22.3,11.51,,,,,,,,,,,,,0.72,,,,0.72,35.25,30.22,22.3,11.51,False,,29.49
2114,UNSW Business School,P,ACCT5947,CPA Digital Finance,066794,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2115,UNSW Business School,P,ACCT5948,CPA Australia Taxation,066795,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2116,UNSW Business School,P,ACCT5949,Managing Agile Organisations,000063,1,2024,Term 2,3,24T2,20243,False,,,,,2.47,61.73,35.8,,,,,,,,,,,,,,,,,,0.0,2.47,61.73,35.8,0.0,False,,33.33
2117,UNSW Business School,P,ACCT5961,Reporting for Climate Change,061291,1,2024,Term 2,3,24T2,20243,False,,,,,31.82,51.3,14.94,1.95,,,,,,,,,,,,,,,,,0.0,31.82,51.3,14.94,1.95,False,,22.24
2118,UNSW Business School,P,ACCT5967,Special Topic in Accounting,000068,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2119,UNSW Business School,P,ACCT5996,Management Accounting and Busi,000083,1,2024,Term 2,3,24T2,20243,False,9.33,,,,38.67,25.33,23.33,3.33,,,,,,,,,,,,,9.33,,,,9.33,38.67,25.33,23.33,3.33,False,,12.0
2120,UNSW Business School,U,ACTL1101,Intro Actuarial Studies,000527,1,2024,Term 2,3,24T2,20243,False,1.72,,,,8.58,19.53,49.57,20.39,0.21,,,,,,,,,,,,1.72,0.21,,,1.72,8.6,19.57,49.67,20.43,False,,48.44
2121,UNSW Business School,U,ACTL2101,Industry Placement 1,062717,1,2024,Term 2,3,24T2,20243,False,,,,,,,,,,,,,,,,,,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,False,Notable other/continuing grades: PE 100.0%,0.0
2122,UNSW Business School,U,ACTL2102,Foundation of Actuarial Models,000530,1,2024,Term 2,3,24T2,20243,False,5.28,,,0.7,21.13,28.17,28.52,14.44,1.06,,,,,,,,,,,0.7,5.98,1.06,,0.7,6.04,21.36,28.47,28.83,14.59,False,,30.08
2123,UNSW Business School,U,ACTL2111,Financial Maths for Actuaries,000528,1,2024,Term 2,3,24T2,20243,False,2.0,,,2.0,26.0,32.0,28.0,8.0,2.0,,,,,,,,,,,,4.0,2.0,,,4.08,26.53,32.65,28.57,8.16,False,,26.53
2124,UNSW Business School,U,ACTL3142,Stat Machine Learning for R&A,064969,1,2024,Term 2,3,24T2,20243,False,3.45,,,1.38,5.52,16.21,33.45,37.59,2.07,0.34,,,,,,,,,,,4.83,2.41,,,4.95,5.66,16.61,34.28,38.52,False,,54.86
2125,UNSW Business School,U,ACTL3143,Artificial Intel Deep Learning,066656,1,2024,Term 2,3,24T2,20243,False,1.96,,,1.96,1.96,9.8,27.45,56.86,,,,,,,,,,,,,3.92,,,,3.92,1.96,9.8,27.45,56.86,False,,69.11
2126,UNSW Business School,U,ACTL3202,Industry Placement 2,063598,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2127,UNSW Business School,U,ACTL3301,Quantitative Risk Management,065444,1,2024,Term 2,3,24T2,20243,False,2.01,,,,15.08,25.63,31.66,22.61,2.01,,,,,,,,,,,1.01,2.01,2.01,,1.01,2.05,15.39,26.16,32.31,23.07,False,,43.71
2128,UNSW Business School,U,ACTL3303,Industry Placement 3,063892,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2129,UNSW Business School,U,ACTL4002,Actuarial Theory & Practice B,052619,1,2024,Term 2,3,24T2,20243,False,,,,,6.82,38.64,47.73,6.82,,,,,,,,,,,,,,,,,0.0,6.82,38.64,47.73,6.82,False,,40.34
2130,UNSW Business School,U,ACTL4003,Res. Methods in Risk & Act. St,052620,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2131,UNSW Business School,U,ACTL4011,Thesis (Actuarial Studies) B,065864,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2132,UNSW Business School,P,ACTL5103,Stochastic Model. for Act.,052711,1,2024,Term 2,3,24T2,20243,False,2.27,,,,25.0,34.09,22.73,13.64,2.27,,,,,,,,,,,,2.27,2.27,,,2.32,25.58,34.88,23.26,13.96,False,,31.99
2133,UNSW Business School,P,ACTL5110,Stat Machine Learning for R&A,064967,1,2024,Term 2,3,24T2,20243,False,1.85,,,,27.78,22.22,33.33,12.96,1.85,,,,,,,,,,,,1.85,1.85,,,1.88,28.3,22.64,33.96,13.2,False,,33.96
2134,UNSW Business School,P,ACTL5111,Artificial Intel Deep Learning,066657,1,2024,Term 2,3,24T2,20243,False,,,,,,8.33,41.67,50.0,,,,,,,,,,,,,,,,,0.0,0.0,8.33,41.67,50.0,False,,72.92
2135,UNSW Business School,P,ACTL5200,Actuarial Theory & Practice B,052717,1,2024,Term 2,3,24T2,20243,False,,,,,32.0,28.0,36.0,4.0,,,,,,,,,,,,,,,,,0.0,32.0,28.0,36.0,4.0,False,,29.0
2136,UNSW Business School,P,ACTL5301,Quantitative Risk Management,055113,1,2024,Term 2,3,24T2,20243,False,,,,,18.18,22.73,27.27,31.82,,,,,,,,,,,,,,,,,0.0,18.18,22.73,27.27,31.82,False,,51.14
2137,"Faculty of Arts, Design and Architecture",U,ADAD3000,Professional Experience,064631,1,2024,Term 2,3,24T2,20243,False,,,,,,,,,,,,,,100.0,,,,,,,,,100.0,,0.0,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 100.0%,
2138,"Faculty of Arts, Design and Architecture",U,ADAD4100,Honours PEP,065765,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2139,"Faculty of Arts, Design and Architecture",P,ADAD9114,Research Foundations Art & Des,064092,1,2024,Term 2,3,24T2,20243,False,1.37,,,0.68,32.19,38.36,24.66,2.74,,,,,,,,,,,,,2.05,,,,2.05,32.19,38.36,24.66,2.74,False,,22.61
2140,"Faculty of Arts, Design and Architecture",P,ADAD9115,Internship,016392,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2141,Faculty of Engineering,U,AERO3110,Aerospace Design 1,058452,1,2024,Term 2,3,24T2,20243,False,10.58,,,,27.88,36.54,18.27,6.73,,,,,,,,,,,,,10.58,,,,10.58,27.88,36.54,18.27,6.73,False,,14.42
2142,UNSW Business School,P,AGSM6131,Leadership,064480,1,2024,Term 2,3,24T2,20243,False,3.13,,,,2.08,47.92,40.63,6.25,,,,,,,,,,,,,3.13,,,,3.13,2.08,47.92,40.63,6.25,False,,35.42
2143,UNSW Business School,P,AGSM6143,Strategy,065377,1,2024,Term 2,3,24T2,20243,False,1.41,,,0.7,2.11,19.01,61.27,15.49,,,,,,,,,,,,,2.11,,,,2.11,2.11,19.01,61.27,15.49,False,,48.77
2144,UNSW Business School,P,AGSM6210,Accounting & Financial Mngt,013228,1,2024,Term 2,3,24T2,20243,False,1.37,,,,8.22,23.29,41.1,24.66,,1.37,,,,,,,,,,,1.37,1.37,,,1.39,8.33,23.61,41.67,25.0,False,,50.35
2145,UNSW Business School,P,AGSM6234,Data Analytics & Decision-mkg,066619,1,2024,Term 2,3,24T2,20243,False,,,,,,3.41,85.23,10.23,1.14,,,,,,,,,,,,,1.14,,,0.0,0.0,3.45,86.21,10.35,False,,54.32
2146,UNSW Business School,P,AGSM6251,Marketing Management,057011,1,2024,Term 2,3,24T2,20243,False,,,,,1.3,33.77,63.64,1.3,,,,,,,,,,,,,,,,,0.0,1.3,33.77,63.64,1.3,False,,41.56
2147,UNSW Business School,P,AGSM6275,Managing People & Organisation,013237,1,2024,Term 2,3,24T2,20243,False,,,,1.41,2.82,25.35,63.38,7.04,,,,,,,,,,,,,1.41,,,,1.41,2.82,25.35,63.38,7.04,False,,43.66
2148,UNSW Business School,P,AGSM6321,Corporate Finance,013241,1,2024,Term 2,3,24T2,20243,False,,,,,,10.53,39.47,50.0,,,,,,,,,,,,,,,,,0.0,0.0,10.53,39.47,50.0,False,,72.37
2149,UNSW Business School,P,AGSM9101,Project Management,064456,1,2024,Term 2,3,24T2,20243,False,,,,,4.0,12.0,76.0,8.0,,,,,,,,,,,,,,,,,0.0,4.0,12.0,76.0,8.0,False,,49.0
2150,UNSW Business School,P,AGSM9122,Economics in Management Practi,064470,1,2024,Term 2,3,24T2,20243,False,1.41,,,,,11.27,43.66,43.66,,,,,,,,,,,,,1.41,,,,1.41,0.0,11.27,43.66,43.66,False,,66.9
2151,UNSW Business School,P,AGSM9132,Corporate Innovation,064481,1,2024,Term 2,3,24T2,20243,False,,,,,,48.57,42.86,8.57,,,,,,,,,,,,,,,,,0.0,0.0,48.57,42.86,8.57,False,,42.14
2152,UNSW Business School,P,AGSM9141,Mergers and Acquisitions,065378,1,2024,Term 2,3,24T2,20243,False,,,,,2.63,10.53,68.42,18.42,,,,,,,,,,,,,,,,,0.0,2.63,10.53,68.42,18.42,False,,55.26
2153,UNSW Business School,P,AGSM9150,Digital Innovation,065885,1,2024,Term 2,3,24T2,20243,False,,,,,,11.76,52.94,35.29,,,,,,,,,,,,,,,,,0.0,0.0,11.76,52.94,35.29,False,,64.7
2154,UNSW Business School,P,AGSM9152,Digital Strategy,066054,1,2024,Term 2,3,24T2,20243,False,,,,,7.89,36.84,44.74,10.53,,,,,,,,,,,,,,,,,0.0,7.89,36.84,44.74,10.53,False,,42.11
2155,UNSW Business School,P,AGSM9153,Implementing Strategy,065970,1,2024,Term 2,3,24T2,20243,False,,,,,,37.5,54.17,8.33,,,,,,,,,,,,,,,,,0.0,0.0,37.5,54.17,8.33,False,,44.79
2156,UNSW Business School,P,AGSM9154,Managing with Digital Tech,065969,1,2024,Term 2,3,24T2,20243,False,,,,,,9.3,90.7,,,,,,,,,,,,,,,,,,0.0,0.0,9.3,90.7,0.0,False,,47.68
2157,UNSW Business School,P,AGSM9155,Strategic Consulting Project,065884,1,2024,Term 2,3,24T2,20243,False,,,,,,6.67,73.33,13.33,6.67,,,,,,,,,,,,,6.67,,,0.0,0.0,7.15,78.57,14.28,False,,55.35
2158,UNSW Business School,P,AGSM9156,Entrepreneurship & Innovation,066704,1,2024,Term 2,3,24T2,20243,False,,,,,,9.52,80.95,9.52,,,,,,,,,,,,,,,,,0.0,0.0,9.52,80.95,9.52,False,,52.38
2159,UNSW Business School,P,AGSM9159,GNAM Global Network Week PTINB,067052,1,2024,Term 2,3,24T2,20243,False,,,15.38,,,,69.23,11.54,3.85,,,,,,,,,,,,15.38,3.85,,,16.0,0.0,0.0,72.0,12.0,False,,32.0
2160,UNSW Business School,P,AGSM9162,Decarb & Trans to Clean Energy,067184,1,2024,Term 2,3,24T2,20243,False,,,,,,3.7,18.52,77.78,,,,,,,,,,,,,,,,,0.0,0.0,3.7,18.52,77.78,False,,87.97
2161,UNSW Business School,P,AGSM9271,Approaches to Change,013233,1,2024,Term 2,3,24T2,20243,False,,,,,7.69,25.64,58.97,7.69,,,,,,,,,,,,,,,,,0.0,7.69,25.64,58.97,7.69,False,,43.58
2162,UNSW Business School,P,AGSM9274,Systems for Change,013236,1,2024,Term 2,3,24T2,20243,False,,,,,13.64,27.27,45.45,13.64,,,,,,,,,,,,,,,,,0.0,13.64,27.27,45.45,13.64,False,,43.18
2163,UNSW Business School,P,AGSM9583,IB Experience,064410,1,2024,Term 2,3,24T2,20243,False,,,,,,2.94,79.41,17.65,,,,,,,,,,,,,,,,,0.0,0.0,2.94,79.41,17.65,False,,58.09
2164,Faculty of Medicine and Health,U,ANAT1451,Functional Anatomy & Biomech 1,066947,1,2024,Term 2,3,24T2,20243,False,4.36,,,,14.55,29.45,30.91,20.73,,,,,,,,,,,,,4.36,,,,4.36,14.55,29.45,30.91,20.73,False,,39.19
2165,Faculty of Medicine and Health,U,ANAT1521,Anatomy for Medical Science,058350,1,2024,Term 2,3,24T2,20243,False,9.6,,0.4,0.4,20.4,20.0,24.8,24.4,,,,,,,,,,,,,10.4,,,,10.4,20.4,20.0,24.8,24.4,False,,31.4
2166,Faculty of Medicine and Health,U,ANAT2111,Introductory Anatomy,001586,1,2024,Term 2,3,24T2,20243,False,12.24,,,,28.57,24.49,16.33,16.33,2.04,,,,,,,,,,,,12.24,2.04,,,12.49,29.16,25.0,16.67,16.67,False,,18.77
2167,Faculty of Medicine and Health,U,ANAT2241,Histology:Basic and Systematic,056625,1,2024,Term 2,3,24T2,20243,False,4.65,,0.39,1.55,20.54,17.44,26.36,27.52,1.55,,,,,,,,,,,,6.59,1.55,,,6.69,20.86,17.71,26.78,27.95,False,,39.08
2168,Faculty of Medicine and Health,U,ANAT2452,Neuroanatomy Fundamentals,066963,1,2024,Term 2,3,24T2,20243,False,0.93,,,,7.41,17.59,20.37,53.7,,,,,,,,,,,,,0.93,,,,0.93,7.41,17.59,20.37,53.7,False,,67.35
2169,Faculty of Medicine and Health,U,ANAT2521,Forensic Anthropology,064086,1,2024,Term 2,3,24T2,20243,False,9.38,,,,17.19,17.19,40.63,14.06,1.56,,,,,,,,,,,,9.38,1.56,,,9.53,17.46,17.46,41.27,14.28,False,,29.75
2170,Faculty of Medicine and Health,U,ANAT3131,"Anatomy of Head, Neck and Back",001591,1,2024,Term 2,3,24T2,20243,False,10.42,,,,20.83,27.08,22.92,18.75,,,,,,,,,,,,,10.42,,,,10.42,20.83,27.08,22.92,18.75,False,,26.56
2171,"Faculty of Arts, Design and Architecture",U,ARCH1161,Building Environment 1,001994,1,2024,Term 2,3,24T2,20243,False,8.61,,0.66,1.32,26.49,33.11,21.85,5.96,1.99,,,,,,,,,,,,10.59,1.99,,,10.81,27.03,33.78,22.29,6.08,False,,14.86
2172,"Faculty of Arts, Design and Architecture",U,ARCH1162,Construction and Structures 1,059052,1,2024,Term 2,3,24T2,20243,False,3.7,,,,21.48,31.85,28.15,11.11,3.7,,,,,,,,,,,,3.7,3.7,,,3.84,22.31,33.07,29.23,11.54,False,,30.58
2173,"Faculty of Arts, Design and Architecture",U,ARCH1222,Architectural Hist & Theory 2,002002,1,2024,Term 2,3,24T2,20243,False,2.1,,,,20.98,37.76,34.27,3.5,1.4,,,,,,,,,,,,2.1,1.4,,,2.13,21.28,38.3,34.76,3.55,False,,28.37
2174,"Faculty of Arts, Design and Architecture",U,ARCH1261,Construction and Structures 2,059054,1,2024,Term 2,3,24T2,20243,False,2.31,,,0.77,6.92,25.38,40.77,23.08,0.77,,,,,,,,,,,,3.08,0.77,,,3.1,6.97,25.58,41.09,23.26,False,,47.1
2175,"Faculty of Arts, Design and Architecture",U,ARCH1302,Architectural Design Studio 6,002010,1,2024,Term 2,3,24T2,20243,False,3.23,,,,30.65,33.06,19.35,12.9,0.81,,,,,,,,,,,,3.23,0.81,,,3.26,30.9,33.33,19.51,13.01,False,,27.84
2176,"Faculty of Arts, Design and Architecture",U,ARCH1361,Arch Sci & Environment 2,059055,1,2024,Term 2,3,24T2,20243,False,2.22,,,,6.67,14.07,39.26,37.78,,,,,,,,,,,,,2.22,,,,2.22,6.67,14.07,39.26,37.78,False,,58.71
2177,"Faculty of Arts, Design and Architecture",P,ARCH7112,Integrated Design Studio 1,059049,1,2024,Term 2,3,24T2,20243,False,,,,,26.36,34.88,32.56,5.43,0.78,,,,,,,,,,,,,0.78,,,0.0,26.57,35.15,32.82,5.47,False,,30.67
2178,"Faculty of Arts, Design and Architecture",P,ARCH7182,The Profession of Architecture,059051,1,2024,Term 2,3,24T2,20243,False,,,,,22.03,37.29,28.81,11.02,,0.85,,,,,,,,,,,,0.85,,,0.0,22.22,37.61,29.06,11.11,False,,35.04
2179,"Faculty of Arts, Design and Architecture",P,ARCH7202,Major Design Studio,002350,1,2024,Term 2,3,24T2,20243,False,,,,,39.53,23.26,25.58,11.63,,,,,,,,,,,,,,,,,0.0,39.53,23.26,25.58,11.63,False,,30.24
2180,"Faculty of Arts, Design and Architecture",P,ARCH7213,Performance over Time of Build,064763,1,2024,Term 2,3,24T2,20243,False,,,,,,18.75,37.5,37.5,,6.25,,,,,,,,,,,,6.25,,,0.0,0.0,20.0,40.0,40.0,False,,65.0
2181,"Faculty of Arts, Design and Architecture",P,ARCH7220,Architecture & Urbanism Asia,002355,1,2024,Term 2,3,24T2,20243,False,,,,,4.0,72.0,24.0,,,,,,,,,,,,,,,,,,0.0,4.0,72.0,24.0,0.0,False,,30.0
2182,"Faculty of Arts, Design and Architecture",P,ARCH7251,Major Design Studio,064766,1,2024,Term 2,3,24T2,20243,False,,,7.69,7.69,23.08,15.38,30.77,7.69,7.69,,,,,,,,,,,,15.38,7.69,,,16.66,25.0,16.66,33.33,8.33,False,,12.5
2183,"Faculty of Arts, Design and Architecture",P,ARCH7252,Major Design Studio,064762,1,2024,Term 2,3,24T2,20243,False,6.25,,,,25.0,18.75,25.0,25.0,,,,,,,,,,,,,6.25,,,,6.25,25.0,18.75,25.0,25.0,False,,35.94
2184,"Faculty of Arts, Design and Architecture",P,ARCH7253,Major Design Studio,064768,1,2024,Term 2,3,24T2,20243,False,,,,,6.25,18.75,62.5,12.5,,,,,,,,,,,,,,,,,0.0,6.25,18.75,62.5,12.5,False,,48.44
2185,"Faculty of Arts, Design and Architecture",P,ARCH7254,Major Design Studio,064770,1,2024,Term 2,3,24T2,20243,False,,,,,20.0,33.33,33.33,13.33,,,,,,,,,,,,,,,,,0.0,20.0,33.33,33.33,13.33,False,,38.33
2186,"Faculty of Arts, Design and Architecture",P,ARCH7304,Architecture and the City,002361,1,2024,Term 2,3,24T2,20243,False,1.43,,,,4.29,42.86,38.57,12.86,,,,,,,,,,,,,1.43,,,,1.43,4.29,42.86,38.57,12.86,False,,41.43
2187,"Faculty of Arts, Design and Architecture",U,ARTS1032,Literature Laboratory,064899,1,2024,Term 2,3,24T2,20243,False,1.56,,0.78,1.56,7.81,27.34,49.22,8.59,3.13,,,,,,,,,,,,3.9,3.13,,,4.03,8.06,28.22,50.81,8.87,False,,37.3
2188,"Faculty of Arts, Design and Architecture",U,ARTS1064,Screen Production I,064418,1,2024,Term 2,3,24T2,20243,False,1.52,,0.51,0.25,16.75,47.72,30.71,2.54,,,,,,,,,,,,,2.28,,,,2.28,16.75,47.72,30.71,2.54,False,,27.55
2189,"Faculty of Arts, Design and Architecture",U,ARTS1121,Performance Popular Culture,059499,1,2024,Term 2,3,24T2,20243,False,4.41,,,,11.76,36.76,39.71,7.35,,,,,,,,,,,,,4.41,,,,4.41,11.76,36.76,39.71,7.35,False,,31.98
2190,"Faculty of Arts, Design and Architecture",U,ARTS1190,"Syd:Hist,Landscapes,People",059524,1,2024,Term 2,3,24T2,20243,False,3.45,,,,10.34,55.17,27.59,3.45,,,,,,,,,,,,,3.45,,,,3.45,10.34,55.17,27.59,3.45,False,,27.59
2191,"Faculty of Arts, Design and Architecture",U,ARTS1210,Concepts of Asia,059503,1,2024,Term 2,3,24T2,20243,False,16.67,,1.28,,32.05,19.23,19.23,2.56,8.97,,,,,,,,,,,,17.95,8.97,,,19.72,35.21,21.12,21.12,2.81,False,,-1.07
2192,"Faculty of Arts, Design and Architecture",U,ARTS1240,Environment and Society,059516,1,2024,Term 2,3,24T2,20243,False,4.95,,0.99,2.97,10.89,24.75,37.62,14.85,2.97,,,,,,,,,,,,8.91,2.97,,,9.18,11.22,25.51,38.77,15.3,False,,31.88
2193,"Faculty of Arts, Design and Architecture",U,ARTS1271,History of the Present,059506,1,2024,Term 2,3,24T2,20243,False,4.79,,2.66,0.53,17.55,32.98,34.04,4.79,2.66,,,,,,,,,,,,7.98,2.66,,,8.2,18.03,33.88,34.97,4.92,False,,22.68
2194,"Faculty of Arts, Design and Architecture",U,ARTS1360,Truth and Human Existence,059514,1,2024,Term 2,3,24T2,20243,False,4.05,,2.02,1.62,10.53,43.72,25.91,11.34,0.81,,,,,,,,,,,,7.69,0.81,,,7.75,10.62,44.08,26.12,11.43,False,,27.76
2195,"Faculty of Arts, Design and Architecture",U,ARTS1450,Chinese 1 Non-Background,059518,1,2024,Term 2,3,24T2,20243,False,,,,,21.62,18.92,32.43,27.03,,,,,,,,,,,,,,,,,0.0,21.62,18.92,32.43,27.03,False,,47.98
