Row,Faculty,AcademicCareer,CourseCode,CourseName,CourseID,OfferingSeq,Year,T,TermSeq,TermCode,SortKey,IsRedacted,FL,UF,AF,NF,PS,CR,DN,HD,AW,PW,CN,CO,CM,SY,EF,EC,EM,AS,PE,NC,FailSum,WithdrawSum,NonstdSum,OtherSum,Fail_norm,PS_norm,CR_norm,DN_norm,HD_norm,IsNonStandardGrading,Note,Index
7925,Faculty of Engineering,U,CVEN9620,"Rivers, Estuaries and Wetlands",058864,1,2023,Term 3,5,23T3,20235,False,,,,,25.0,43.75,12.5,12.5,6.25,,,,,,,,,,,,,6.25,,,0.0,26.67,46.67,13.33,13.33,False,,31.66
7926,Faculty of Engineering,P,CVEN9620,"Rivers, Estuaries and Wetlands",058864,2,2023,Term 3,5,23T3,20235,False,,,,4.76,14.29,33.33,19.05,28.57,,,,,,,,,,,,,4.76,,,,4.76,14.29,33.33,19.05,28.57,False,,41.67
7927,Faculty of Engineering,P,CVEN9710,Management of Risk,006095,1,2023,Term 3,5,23T3,20235,False,5.06,,,0.42,12.24,17.3,29.96,34.6,,0.42,,,,,,,,,,,5.48,0.42,,,5.5,12.29,17.37,30.09,34.75,False,,48.64
7928,Faculty of Engineering,P,CVEN9723,Design of Construction Ops,006101,1,2023,Term 3,5,23T3,20235,False,,,0.81,,13.71,32.26,36.29,16.94,,,,,,,,,,,,,0.81,,,,0.81,13.71,32.26,36.29,16.94,False,,42.34
7929,Faculty of Engineering,P,CVEN9731,Project Management Framework,006106,1,2023,Term 3,5,23T3,20235,False,4.23,,0.53,,37.04,38.1,19.58,,,0.53,,,,,,,,,,,4.76,0.53,,,4.79,37.24,38.3,19.68,0.0,False,,14.62
7930,Faculty of Engineering,P,CVEN9806,Prestressed Concrete Design,006128,1,2023,Term 3,5,23T3,20235,False,1.37,,,,15.07,21.92,30.14,30.14,1.37,,,,,,,,,,,,1.37,1.37,,,1.39,15.28,22.22,30.56,30.56,False,,50.0
7931,Faculty of Engineering,U,CVEN9806,Prestressed Concrete Design,006128,2,2023,Term 3,5,23T3,20235,False,28.57,,,,,,28.57,42.86,,,,,,,,,,,,,28.57,,,,28.57,0.0,0.0,28.57,42.86,False,,28.57
7932,Faculty of Engineering,P,CVEN9856,Water Treatment,006143,1,2023,Term 3,5,23T3,20235,False,5.71,,,2.86,34.29,37.14,14.29,2.86,,2.86,,,,,,,,,,,8.57,2.86,,,8.82,35.3,38.23,14.71,2.94,False,,11.03
7933,Faculty of Engineering,P,CVEN9872,Solid Waste Management,006153,1,2023,Term 3,5,23T3,20235,False,3.33,,,,6.67,20.0,66.67,3.33,,,,,,,,,,,,,3.33,,,,3.33,6.67,20.0,66.67,3.33,False,,38.34
7934,Faculty of Engineering,P,CVEN9886,Enviro Microbial Processes,066452,1,2023,Term 3,5,23T3,20235,False,2.04,,,,18.37,32.65,24.49,22.45,,,,,,,,,,,,,2.04,,,,2.04,18.37,32.65,24.49,22.45,False,,40.82
7935,"Faculty of Arts, Design and Architecture",U,DART1101,Studio Art Practice 2,065470,1,2023,Term 3,5,23T3,20235,False,4.35,,4.35,,,,,,,,,,,91.3,,,,,,,8.7,,91.3,,8.7,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 91.3%,
7936,"Faculty of Arts, Design and Architecture",U,DART1110,Drawing 1: Foundations,065611,1,2023,Term 3,5,23T3,20235,False,,,,1.67,1.67,40.0,48.33,6.67,1.67,,,,,,,,,,,,1.67,1.67,,,1.7,1.7,40.68,49.15,6.78,False,,39.83
7937,"Faculty of Arts, Design and Architecture",U,DART1111,Life Drawing,016492,1,2023,Term 3,5,23T3,20235,False,1.85,,,,9.26,40.74,35.19,12.96,,,,,,,,,,,,,1.85,,,,1.85,9.26,40.74,35.19,12.96,False,,38.89
7938,"Faculty of Arts, Design and Architecture",U,DART1120,Painting 1: Foundations,065612,1,2023,Term 3,5,23T3,20235,False,2.99,,1.49,,2.99,35.82,44.78,11.94,,,,,,,,,,,,,4.48,,,,4.48,2.99,35.82,44.78,11.94,False,,38.8
7939,"Faculty of Arts, Design and Architecture",U,DART1121,Painting and the Body,063641,1,2023,Term 3,5,23T3,20235,False,,,,,20.0,30.0,45.0,5.0,,,,,,,,,,,,,,,,,0.0,20.0,30.0,45.0,5.0,False,,35.0
7940,"Faculty of Arts, Design and Architecture",U,DART1130,Photography 1: Foundations,065613,1,2023,Term 3,5,23T3,20235,False,1.3,,,,11.69,37.66,32.47,16.88,,,,,,,,,,,,,1.3,,,,1.3,11.69,37.66,32.47,16.88,False,,41.23
7941,"Faculty of Arts, Design and Architecture",U,DART1131,Experimental Photography,063627,1,2023,Term 3,5,23T3,20235,False,2.63,,,,7.89,34.21,39.47,13.16,2.63,,,,,,,,,,,,2.63,2.63,,,2.7,8.1,35.13,40.54,13.52,False,,39.87
7942,"Faculty of Arts, Design and Architecture",U,DART1140,Printmaking: Relief and Screen,065614,1,2023,Term 3,5,23T3,20235,False,,,,,2.78,41.67,41.67,13.89,,,,,,,,,,,,,,,,,0.0,2.78,41.67,41.67,13.89,False,,45.14
7943,"Faculty of Arts, Design and Architecture",U,DART1150,Sculpture 1: Foundations,065615,1,2023,Term 3,5,23T3,20235,False,4.88,,,,7.32,58.54,26.83,2.44,,,,,,,,,,,,,4.88,,,,4.88,7.32,58.54,26.83,2.44,False,,25.61
7944,"Faculty of Arts, Design and Architecture",U,DART1151,Performance Art,063648,1,2023,Term 3,5,23T3,20235,False,,,,,12.5,31.25,37.5,18.75,,,,,,,,,,,,,,,,,0.0,12.5,31.25,37.5,18.75,False,,45.31
7945,"Faculty of Arts, Design and Architecture",U,DART1191,Ceramics for Artists,063671,1,2023,Term 3,5,23T3,20235,False,,,,,3.13,35.94,50.0,9.38,1.56,,,,,,,,,,,,,1.56,,,0.0,3.18,36.51,50.79,9.53,False,,44.05
7946,"Faculty of Arts, Design and Architecture",U,DART1201,Digital Studio 2,063186,1,2023,Term 3,5,23T3,20235,False,4.55,,,,,,,,,,,,,95.45,,,,,,,4.55,,95.45,,4.55,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 95.5%,
7947,"Faculty of Arts, Design and Architecture",U,DART1210,Animation 1,065760,1,2023,Term 3,5,23T3,20235,False,3.39,,,3.39,8.47,16.95,40.68,25.42,1.69,,,,,,,,,,,,6.78,1.69,,,6.9,8.62,17.24,41.38,25.86,False,,43.96
7948,"Faculty of Arts, Design and Architecture",U,DART1211,Expanded Animation,063766,1,2023,Term 3,5,23T3,20235,False,,,,,4.35,43.48,43.48,8.7,,,,,,,,,,,,,,,,,0.0,4.35,43.48,43.48,8.7,False,,41.31
7949,"Faculty of Arts, Design and Architecture",U,DART1220,Visual Effects 1,065761,1,2023,Term 3,5,23T3,20235,False,5.0,,5.0,5.0,20.0,10.0,35.0,20.0,,,,,,,,,,,,,15.0,,,,15.0,20.0,10.0,35.0,20.0,False,,25.0
7950,"Faculty of Arts, Design and Architecture",U,DART1230,Moving Image 1,065762,1,2023,Term 3,5,23T3,20235,False,2.38,,,4.76,11.9,21.43,47.62,11.9,,,,,,,,,,,,,7.14,,,,7.14,11.9,21.43,47.62,11.9,False,,33.93
7951,"Faculty of Arts, Design and Architecture",U,DART1240,Sound 1,065763,1,2023,Term 3,5,23T3,20235,False,8.89,,,2.22,4.44,22.22,48.89,13.33,,,,,,,,,,,,,11.11,,,,11.11,4.44,22.22,48.89,13.33,False,,32.22
7952,"Faculty of Arts, Design and Architecture",U,DART1301,Histories of Contemporary Art2,016313,1,2023,Term 3,5,23T3,20235,False,,,,,4.49,28.09,48.31,19.1,,,,,,,,,,,,,,,,,0.0,4.49,28.09,48.31,19.1,False,,50.28
7953,"Faculty of Arts, Design and Architecture",U,DART1351,Media Arts Theory,063751,1,2023,Term 3,5,23T3,20235,False,8.64,,,,22.22,35.8,24.69,8.64,,,,,,,,,,,,,8.64,,,,8.64,22.22,35.8,24.69,8.64,False,,21.3
7954,"Faculty of Arts, Design and Architecture",U,DART2213,Introduction to Motion Capture,051736,1,2023,Term 3,5,23T3,20235,False,,,,,5.56,50.0,27.78,16.67,,,,,,,,,,,,,,,,,0.0,5.56,50.0,27.78,16.67,False,,43.06
7955,"Faculty of Arts, Design and Architecture",U,DART2252,Emerging Technologies Studio,063749,1,2023,Term 3,5,23T3,20235,False,,,5.56,5.56,,22.22,44.44,22.22,,,,,,,,,,,,,11.12,,,,11.12,0.0,22.22,44.44,22.22,False,,38.88
7956,"Faculty of Arts, Design and Architecture",U,DART2310,Aboriginal Art,016346,1,2023,Term 3,5,23T3,20235,False,,,4.17,,,20.83,70.83,4.17,,,,,,,,,,,,,4.17,,,,4.17,0.0,20.83,70.83,4.17,False,,40.62
7957,"Faculty of Arts, Design and Architecture",U,DART2341,"Art, Exhibitions, Institutions",016377,1,2023,Term 3,5,23T3,20235,False,2.86,,1.43,,14.29,45.71,21.43,14.29,,,,,,,,,,,,,4.29,,,,4.29,14.29,45.71,21.43,14.29,False,,32.14
7958,"Faculty of Arts, Design and Architecture",U,DART3320,"Art, Gender, and Sexuality",064976,1,2023,Term 3,5,23T3,20235,False,3.08,,,,3.08,12.31,44.62,33.85,3.08,,,,,,,,,,,,3.08,3.08,,,3.18,3.18,12.7,46.04,34.93,False,,57.94
7959,"Faculty of Arts, Design and Architecture",U,DART3321,Affect in Art,064975,1,2023,Term 3,5,23T3,20235,False,4.55,,,,13.64,45.45,27.27,9.09,,,,,,,,,,,,,4.55,,,,4.55,13.64,45.45,27.27,9.09,False,,29.54
7960,"Faculty of Arts, Design and Architecture",U,DART3340,Art and Activism,064981,1,2023,Term 3,5,23T3,20235,False,2.38,,7.14,2.38,7.14,47.62,21.43,11.9,,,,,,,,,,,,,11.9,,,,11.9,7.14,47.62,21.43,11.9,False,,22.62
7961,"Faculty of Arts, Design and Architecture",U,DART3341,Writing as Practice,064666,1,2023,Term 3,5,23T3,20235,False,,,,2.27,13.64,34.09,27.27,22.73,,,,,,,,,,,,,2.27,,,,2.27,13.64,34.09,27.27,22.73,False,,42.62
7962,"Faculty of Arts, Design and Architecture",U,DART4102,Fine Arts Honours Research 2,065697,1,2023,Term 3,5,23T3,20235,False,,,,,,22.22,44.44,33.33,,,,,,,,,,,,,,,,,0.0,0.0,22.22,44.44,33.33,False,,61.1
7963,"Faculty of Arts, Design and Architecture",U,DART4202,Media Arts Honours Research 2,065693,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7964,Faculty of Science,U,DATA3001,Data Science and Decisions,065103,1,2023,Term 3,5,23T3,20235,False,1.12,,,1.12,19.1,23.6,33.71,21.35,,,,,,,,,,,,,2.24,,,,2.24,19.1,23.6,33.71,21.35,False,,41.87
7965,Faculty of Science,U,DATA3199,Data Science IP3B (Co-Op),065986,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7966,Faculty of Science,P,DATA5011,Data Science Project A,066266,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7967,Faculty of Science,P,DATA5012,Data Science Project B,066265,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7968,"Faculty of Arts, Design and Architecture",U,DDES1021,Jewellery Design for Fashion,016787,1,2023,Term 3,5,23T3,20235,False,,,,,14.71,29.41,44.12,5.88,5.88,,,,,,,,,,,,,5.88,,,0.0,15.63,31.25,46.88,6.25,False,,37.5
7969,"Faculty of Arts, Design and Architecture",U,DDES1023,Object as Activist,063692,1,2023,Term 3,5,23T3,20235,False,13.33,,,,13.33,20.0,33.33,20.0,,,,,,,,,,,,,13.33,,,,13.33,13.33,20.0,33.33,20.0,False,,28.34
7970,"Faculty of Arts, Design and Architecture",U,DDES1040,Graphics and Print/Making,063697,1,2023,Term 3,5,23T3,20235,False,,,,,4.76,52.38,33.33,9.52,,,,,,,,,,,,,,,,,0.0,4.76,52.38,33.33,9.52,False,,39.28
7971,"Faculty of Arts, Design and Architecture",U,DDES1042,Data Visualisation/Wayfinding,063688,1,2023,Term 3,5,23T3,20235,False,,,,,29.17,41.67,16.67,12.5,,,,,,,,,,,,,,,,,0.0,29.17,41.67,16.67,12.5,False,,31.25
7972,"Faculty of Arts, Design and Architecture",U,DDES1043,Publication Design,063687,1,2023,Term 3,5,23T3,20235,False,,,,,9.09,36.36,50.0,4.55,,,,,,,,,,,,,,,,,0.0,9.09,36.36,50.0,4.55,False,,38.64
7973,"Faculty of Arts, Design and Architecture",U,DDES1060,Textiles for Fashion,016737,1,2023,Term 3,5,23T3,20235,False,,,,,14.29,42.86,19.05,23.81,,,,,,,,,,,,,,,,,0.0,14.29,42.86,19.05,23.81,False,,44.05
7974,"Faculty of Arts, Design and Architecture",U,DDES1061,Commercial Textile Design,016738,1,2023,Term 3,5,23T3,20235,False,,,,,10.0,30.0,45.0,15.0,,,,,,,,,,,,,,,,,0.0,10.0,30.0,45.0,15.0,False,,45.0
7975,"Faculty of Arts, Design and Architecture",U,DDES1101,Design Comm and Context,065476,1,2023,Term 3,5,23T3,20235,False,1.53,,0.51,0.51,17.35,38.27,35.2,5.1,1.02,0.51,,,,,,,,,,,2.55,1.53,,,2.59,17.62,38.86,35.75,5.18,False,,30.18
7976,"Faculty of Arts, Design and Architecture",U,DDES1110,3D Visualisation 1,065621,1,2023,Term 3,5,23T3,20235,False,9.09,,,1.52,13.64,25.76,43.94,6.06,,,,,,,,,,,,,10.61,,,,10.61,13.64,25.76,43.94,6.06,False,,23.86
7977,"Faculty of Arts, Design and Architecture",U,DDES1150,Interaction 1,065632,1,2023,Term 3,5,23T3,20235,False,8.33,,,2.78,11.11,50.0,22.22,5.56,,,,,,,,,,,,,11.11,,,,11.11,11.11,50.0,22.22,5.56,False,,18.06
7978,"Faculty of Arts, Design and Architecture",U,DDES1200,Design History and Theory 1,065622,1,2023,Term 3,5,23T3,20235,False,4.55,,,4.55,18.18,31.82,31.82,,4.55,,,,,,,,4.55,,,,9.1,4.55,,4.55,9.53,19.05,33.34,33.34,0.0,False,,15.48
7979,"Faculty of Arts, Design and Architecture",U,DDES1201,Design History and Theory 2,065284,1,2023,Term 3,5,23T3,20235,False,9.59,,1.37,,17.81,30.14,27.4,9.59,2.74,,,,,,,,1.37,,,,10.96,2.74,,1.37,11.27,18.31,30.99,28.17,9.86,False,,20.42
7980,"Faculty of Arts, Design and Architecture",U,DDES2110,3D Visualisation 2,065942,1,2023,Term 3,5,23T3,20235,False,9.09,,,2.27,11.36,36.36,34.09,6.82,,,,,,,,,,,,,11.36,,,,11.36,11.36,36.36,34.09,6.82,False,,21.6
7981,"Faculty of Arts, Design and Architecture",U,DDES2111,3D Visualisation 3,066130,1,2023,Term 3,5,23T3,20235,False,4.35,,,,8.7,13.04,39.13,34.78,,,,,,,,,,,,,4.35,,,,4.35,8.7,13.04,39.13,34.78,False,,53.26
7982,"Faculty of Arts, Design and Architecture",U,DDES2120,Object 2,065943,1,2023,Term 3,5,23T3,20235,False,,,2.17,,32.61,28.26,23.91,10.87,2.17,,,,,,,,,,,,2.17,2.17,,,2.22,33.33,28.89,24.44,11.11,False,,28.33
7983,"Faculty of Arts, Design and Architecture",U,DDES2121,Object 3,066131,1,2023,Term 3,5,23T3,20235,False,,,,,19.44,27.78,41.67,11.11,,,,,,,,,,,,,,,,,0.0,19.44,27.78,41.67,11.11,False,,38.89
7984,"Faculty of Arts, Design and Architecture",U,DDES2130,Experience 2,065944,1,2023,Term 3,5,23T3,20235,False,25.0,,,6.25,6.25,18.75,31.25,6.25,6.25,,,,,,,,,,,,31.25,6.25,,,33.33,6.67,20.0,33.33,6.67,False,,-4.99
7985,"Faculty of Arts, Design and Architecture",U,DDES2131,Experience 3,066132,1,2023,Term 3,5,23T3,20235,False,,,,,4.17,20.83,66.67,8.33,,,,,,,,,,,,,,,,,0.0,4.17,20.83,66.67,8.33,False,,46.87
7986,"Faculty of Arts, Design and Architecture",U,DDES2140,Graphics 2,065945,1,2023,Term 3,5,23T3,20235,False,1.96,,,1.96,19.61,44.12,26.47,4.9,0.98,,,,,,,,,,,,3.92,0.98,,,3.96,19.8,44.56,26.73,4.95,False,,25.5
7987,"Faculty of Arts, Design and Architecture",U,DDES2141,Graphics 3,066133,1,2023,Term 3,5,23T3,20235,False,8.33,,,2.78,5.56,16.67,41.67,25.0,,,,,,,,,,,,,11.11,,,,11.11,5.56,16.67,41.67,25.0,False,,38.89
7988,"Faculty of Arts, Design and Architecture",U,DDES2150,Interaction 2,065946,1,2023,Term 3,5,23T3,20235,False,,,,,12.2,17.07,19.51,46.34,4.88,,,,,,,,,,,,,4.88,,,0.0,12.83,17.95,20.51,48.72,False,,63.46
7989,"Faculty of Arts, Design and Architecture",U,DDES2151,Interaction 3,066134,1,2023,Term 3,5,23T3,20235,False,,,,,2.7,43.24,43.24,8.11,2.7,,,,,,,,,,,,,2.7,,,0.0,2.77,44.44,44.44,8.34,False,,41.67
7990,"Faculty of Arts, Design and Architecture",U,DDES2160,Textiles 2,065947,1,2023,Term 3,5,23T3,20235,False,,,,,15.79,10.53,47.37,26.32,,,,,,,,,,,,,,,,,0.0,15.79,10.53,47.37,26.32,False,,52.64
7991,"Faculty of Arts, Design and Architecture",U,DDES2161,Textiles 3,066135,1,2023,Term 3,5,23T3,20235,False,5.0,,,,10.0,30.0,35.0,20.0,,,,,,,,,,,,,5.0,,,,5.0,10.0,30.0,35.0,20.0,False,,40.0
7992,"Faculty of Arts, Design and Architecture",U,DDES4102,Design Honours Project 2,065695,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7993,"Faculty of Arts, Design and Architecture",P,DDES9901,Designing Immersion,066043,1,2023,Term 3,5,23T3,20235,False,3.13,,,,43.75,34.38,15.63,3.13,,,,,,,,,,,,,3.13,,,,3.13,43.75,34.38,15.63,3.13,False,,16.41
7994,"Faculty of Arts, Design and Architecture",P,DDES9904,Models and Solution Design,066046,1,2023,Term 3,5,23T3,20235,False,,,,,,8.0,40.0,52.0,,,,,,,,,,,,,,,,,0.0,0.0,8.0,40.0,52.0,False,,74.0
7995,"Faculty of Arts, Design and Architecture",P,DDES9905,Design for Wicked Problems,066047,1,2023,Term 3,5,23T3,20235,False,,,5.88,,,58.82,29.41,5.88,,,,,,,,,,,,,5.88,,,,5.88,0.0,58.82,29.41,5.88,False,,29.41
7996,"Faculty of Arts, Design and Architecture",P,DDES9911,Future Learning Methodologies,066138,1,2023,Term 3,5,23T3,20235,False,8.33,,4.17,,58.33,4.17,20.83,4.17,,,,,,,,,,,,,12.5,,,,12.5,58.33,4.17,20.83,4.17,False,,3.13
7997,"Faculty of Arts, Design and Architecture",P,DDES9991,MVSID Capstone,066048,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7998,Faculty of Engineering,U,DESN1000,Engineering Design,057661,1,2023,Term 3,5,23T3,20235,False,1.86,,,0.83,5.99,25.83,35.95,29.34,0.21,,,,,,,,,,,,2.69,0.21,,,2.7,6.0,25.88,36.03,29.4,False,,51.19
7999,Faculty of Engineering,U,DESN2000,Engineering Design 2,066286,1,2023,Term 3,5,23T3,20235,False,0.59,,0.2,,1.78,6.9,40.43,50.1,,,,,,,,,,,,,0.79,,,,0.79,1.78,6.9,40.43,50.1,False,,71.25
8000,UNSW Global,U,DPBS1100,Business Decision Making,066487,1,2023,Term 3,5,23T3,20235,False,15.71,,2.3,,29.5,26.05,19.54,5.75,1.15,,,,,,,,,,,,18.01,1.15,,,18.22,29.84,26.35,19.77,5.82,False,,4.07
8001,UNSW Global,U,DPBS1110,Evidence Based Problem Solving,066492,1,2023,Term 3,5,23T3,20235,False,12.2,,1.22,,20.73,53.66,9.76,1.22,1.22,,,,,,,,,,,,13.42,1.22,,,13.59,20.99,54.32,9.88,1.24,False,,6.17
8002,UNSW Global,U,DPBS1120,Collaboration and Innovation,066493,1,2023,Term 3,5,23T3,20235,False,7.5,,2.5,,22.5,50.0,16.25,,1.25,,,,,,,,,,,,10.0,1.25,,,10.13,22.78,50.63,16.46,0.0,False,,10.76
8003,UNSW Global,U,DPBS1140,Financial Management,066494,1,2023,Term 3,5,23T3,20235,False,26.12,,1.12,,32.46,20.9,14.18,4.48,0.75,,,,,,,,,,,,27.24,0.75,,,27.45,32.71,21.06,14.29,4.51,False,,-10.53
8004,UNSW Global,U,DPBS1150,Global Business Environments,066491,1,2023,Term 3,5,23T3,20235,False,15.46,,3.09,1.03,42.27,27.84,9.28,1.03,,,,,,,,,,,,,19.58,,,,19.58,42.27,27.84,9.28,1.03,False,,-6.95
8005,UNSW Global,U,DPBS1170,Organisational Resources,066490,1,2023,Term 3,5,23T3,20235,False,6.62,,0.74,0.74,30.15,41.18,16.91,2.21,0.74,,,,,,,,0.74,,,,8.1,0.74,,0.74,8.16,30.37,41.49,17.04,2.23,False,,12.96
8006,UNSW Global,U,DPBS1180,Value Creation,066489,1,2023,Term 3,5,23T3,20235,False,13.82,,,0.81,34.96,23.58,21.14,5.69,,,,,,,,,,,,,14.63,,,,14.63,34.96,23.58,21.14,5.69,False,,7.52
8007,UNSW Global,U,DPBS1190,"Data, Insights and Decisions",066488,1,2023,Term 3,5,23T3,20235,False,2.54,,0.85,,26.27,38.98,24.58,5.93,,,,,,,,,0.85,,,,3.39,,,0.85,3.39,26.27,38.98,24.58,5.93,False,,24.57
8008,UNSW Global,U,DPDE1001,Practical Design Studio 1,066678,1,2023,Term 3,5,23T3,20235,False,11.11,,2.22,,35.56,15.56,24.44,11.11,,,,,,,,,,,,,13.33,,,,13.33,35.56,15.56,24.44,11.11,False,,13.89
8009,UNSW Global,U,DPDE1002,Communication in Built Environ,066679,1,2023,Term 3,5,23T3,20235,False,20.0,,,,20.0,20.0,26.67,11.11,2.22,,,,,,,,,,,,20.0,2.22,,,20.45,20.45,20.45,27.28,11.36,False,,9.66
8010,UNSW Global,U,DPDE1003,Design History and Theory,066680,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
8011,UNSW Global,U,DPDE1004,Practical Design Studio 2,066681,1,2023,Term 3,5,23T3,20235,False,15.38,,,,15.38,23.08,42.31,3.85,,,,,,,,,,,,,15.38,,,,15.38,15.38,23.08,42.31,3.85,False,,15.39
8012,UNSW Global,U,DPDE1005,Architectural Comp & Modelling,066682,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
8013,UNSW Global,U,DPDE1007,Architectural Science & Enviro,066684,1,2023,Term 3,5,23T3,20235,False,25.0,,,,35.0,30.0,10.0,,,,,,,,,,,,,,25.0,,,,25.0,35.0,30.0,10.0,0.0,False,,-12.5
8014,UNSW Global,U,DPDE1008,Critical Perspectives 2,066685,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
8015,UNSW Global,U,DPDE1010,Intro to Landscape Architec,066687,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
8016,UNSW Global,U,DPGE1001,Comm & Acad Literacy 1,065772,1,2023,Term 3,5,23T3,20235,False,15.74,,,,,,,,0.58,,,,,83.69,,,,,,,15.74,0.58,83.69,,15.83,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 83.7%,
8017,UNSW Global,U,DPGE1002,Comm & Acad Literacy 2,065816,1,2023,Term 3,5,23T3,20235,False,10.23,,,,,,,,,0.57,,,,89.2,,,,,,,10.23,0.57,89.2,,10.29,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 89.2%,
8018,UNSW Global,U,DPGE1003,Comm & Acad Literacy 3,065749,1,2023,Term 3,5,23T3,20235,False,3.76,,,0.31,,,,,,,,,,95.61,,,0.31,,,,4.07,,95.61,0.31,4.07,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 95.6%,
8019,UNSW Global,U,DPGE1004,Comm & Acad Literacy 4,067080,1,2023,Term 3,5,23T3,20235,False,2.86,,,,,,,,,,,,,97.14,,,,,,,2.86,,97.14,,2.86,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 97.1%,
8020,UNSW Global,U,DPHU1001,Media & Communication Contexts,066670,1,2023,Term 3,5,23T3,20235,False,17.65,,1.68,,36.13,31.09,10.92,0.84,0.84,0.84,,,,,,,,,,,19.33,1.68,,,19.66,36.75,31.62,11.11,0.85,False,,-5.35
8021,UNSW Global,U,DPHU1002,PR & Advertising Foundations,066671,1,2023,Term 3,5,23T3,20235,False,8.55,,3.42,,17.95,36.75,30.77,1.71,,0.85,,,,,,,,,,,11.97,0.85,,,12.07,18.1,37.07,31.03,1.72,False,,14.43
8022,UNSW Global,U,DPHU1003,News Fundamentals,066672,1,2023,Term 3,5,23T3,20235,False,9.09,,6.06,,45.45,24.24,15.15,,,,,,,,,,,,,,15.15,,,,15.15,45.45,24.24,15.15,0.0,False,,-1.52
8023,UNSW Global,U,DPHU1004,Media Entrepreneurship,066674,1,2023,Term 3,5,23T3,20235,False,2.13,,2.13,,40.43,40.43,10.64,4.26,,,,,,,,,,,,,4.26,,,,4.26,40.43,40.43,10.64,4.26,False,,15.43
8024,UNSW Global,U,DPHU1005,Introduction to Film Studies,066673,1,2023,Term 3,5,23T3,20235,False,18.52,,,,29.63,40.74,11.11,,,,,,,,,,,,,,18.52,,,,18.52,29.63,40.74,11.11,0.0,False,,-2.78
8025,UNSW Global,U,DPHU1006,Screen Production 1,066675,1,2023,Term 3,5,23T3,20235,False,,,,,17.5,42.5,25.0,15.0,,,,,,,,,,,,,,,,,0.0,17.5,42.5,25.0,15.0,False,,38.12
8026,UNSW Global,U,DPHU1007,"Media, Society and Politics",066676,1,2023,Term 3,5,23T3,20235,False,10.42,,4.17,,43.75,31.25,8.33,,2.08,,,,,,,,,,,,14.59,2.08,,,14.9,44.68,31.91,8.51,0.0,False,,-2.67
8027,UNSW Global,U,DPHU1008,Working with Data,066677,1,2023,Term 3,5,23T3,20235,False,7.81,,1.56,,48.44,21.88,15.63,4.69,,,,,,,,,,,,,9.37,,,,9.37,48.44,21.88,15.63,4.69,False,,8.61
8028,UNSW Global,U,DPST1013,Mathematics 1A,065581,1,2023,Term 3,5,23T3,20235,False,51.79,,2.86,2.5,21.43,7.14,5.0,,8.57,0.71,,,,,,,,,,,57.15,9.28,,,63.0,23.62,7.87,5.51,0.0,False,,-58.28
8029,UNSW Global,U,DPST1014,Mathematics 1B,065580,1,2023,Term 3,5,23T3,20235,False,39.19,,,1.35,48.65,8.11,,,1.35,1.35,,,,,,,,,,,40.54,2.7,,,41.66,50.0,8.34,0.0,0.0,False,,-39.57
8030,UNSW Global,U,DPST1021,Physics 1A,066315,1,2023,Term 3,5,23T3,20235,False,27.62,,,0.95,,,,,14.29,,,,,57.14,,,,,,,28.57,14.29,57.14,,33.33,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 57.1%,
8031,UNSW Global,U,DPST1022,Physics 1B,066314,1,2023,Term 3,5,23T3,20235,False,21.43,,,,57.14,14.29,7.14,,,,,,,,,,,,,,21.43,,,,21.43,57.14,14.29,7.14,0.0,False,,-14.29
