Faculty,Academic Career,Course,Year,Term,FL,UF,AF,CN,EF,EM,PS,CR,DN,HD,SY,AS,CM,CO,EC,PE,AW,NC,NF,PW
Faculty of Medicine,Postgraduate,YMED5001 Homeland Security 065151 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Postgraduate,YMED5003 Public Management 065223 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Postgraduate,YMED5005 Community Resilience Recovery 065221 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Postgraduate,YMED5008 Applied Data Analysis in CJ 065218 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACCT2101 Industry Placement 1 062537 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACCT2511 Financial Acct Fundamentals 066432 1 UGRD,2022,2022 Term 1,0.55%,,,,,,10.44%,25.27%,39.56%,23.63%,,,,,,,,,0.55%,
UNSW Business School,Undergraduate,ACCT2522 Management Acc for Decision 000003 1 UGRD,2022,2022 Term 1,10.13%,,,,,,33.16%,27.59%,19.75%,8.86%,,,,,,,,,0.25%,0.25%
UNSW Business School,Undergraduate,ACCT3202 Industry Placement 2 063216 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACCT3563 Issues in Financial Reporting 000007 1 UGRD,2022,2022 Term 1,11.67%,,,,,,46.67%,20.00%,16.67%,5.00%,,,,,,,,,,
UNSW Business School,Undergraduate,ACCT3583 Strategic Value Management 000009 1 UGRD,2022,2022 Term 1,6.87%,,,,,,34.35%,38.93%,16.79%,3.05%,,,,,,,,,,
UNSW Business School,Undergraduate,ACCT3610 Business Analysis & Valuation 054903 1 UGRD,2022,2022 Term 1,,,,,,,19.57%,50.00%,28.26%,2.17%,,,,,,,,,,
UNSW Business School,Undergraduate,ACCT3708 Auditing & Assurance Services 000012 1 UGRD,2022,2022 Term 1,2.14%,,,,,,38.57%,36.43%,20.00%,2.86%,,,,,,,,,,
UNSW Business School,Undergraduate,ACCT4796 Thesis (Accounting) A 065868 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACCT4809 Current Develop in Audit Res 000020 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACCT4852 Current Develop Acct Res Mana 000026 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACCT4897 Seminar in Research Methodolog 000032 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Postgraduate,ACCT5906 Financial Literacy Business 063271 1 PGRD,2022,2022 Term 1,4.38%,,3.65%,,,,31.39%,35.04%,22.63%,2.19%,,,,,,,,,0.73%,
UNSW Business School,Postgraduate,ACCT5907 Int'l Fin Statement Analysis 058445 1 PGRD,2022,2022 Term 1,1.99%,,0.40%,,,,20.72%,33.07%,29.08%,14.34%,,,,,,,,,0.40%,
UNSW Business School,Postgraduate,ACCT5908 Auditing and Assurance Ser. 000041 1 PGRD,2022,2022 Term 1,5.88%,,1.68%,,,,71.43%,14.29%,5.04%,1.68%,,,,,,,,,,
UNSW Business School,Postgraduate,ACCT5910 Business Analysis & Valuation 000043 1 PGRD,2022,2022 Term 1,2.73%,,,,,,20.00%,42.73%,27.27%,7.27%,,,,,,,,,,
UNSW Business School,Postgraduate,ACCT5920 Managing Intangible Resources 000051 1 PGRD,2022,2022 Term 1,,,,,,,12.37%,49.48%,29.90%,8.25%,,,,,,,,,,
UNSW Business School,Postgraduate,ACCT5930 Financial Accounting 000054 1 PGRD,2022,2022 Term 1,7.23%,,6.92%,,,,24.53%,22.33%,25.47%,13.21%,,,,,,,0.31%,,,
UNSW Business School,Postgraduate,ACCT5931 Sustainable Management Account 000055 1 PGRD,2022,2022 Term 1,1.85%,,,,,,51.85%,36.42%,9.26%,0.62%,,,,,,,,,,
UNSW Business School,Postgraduate,ACCT5996 Management Accounting and Busi 000083 1 PGRD,2022,2022 Term 1,2.53%,,,,,,25.32%,42.41%,27.85%,1.27%,,,,,,,,,0.63%,
UNSW Business School,Postgraduate,ACCT5998 Project Seminar 000085 1 PGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACTL2111 Financial Maths for Actuaries 000528 1 UGRD,2022,2022 Term 1,4.88%,,,,,,28.92%,33.45%,20.56%,10.10%,,,,,,,0.70%,,1.05%,0.35%
UNSW Business School,Undergraduate,ACTL2131 Probability & Math Statistics 000529 1 UGRD,2022,2022 Term 1,5.67%,,,,,,28.72%,32.27%,21.63%,10.28%,,,,,,,0.35%,,0.71%,0.35%
UNSW Business School,Undergraduate,ACTL3141 Modelling and Prediction 000532 1 UGRD,2022,2022 Term 1,0.65%,,,,,,26.62%,33.12%,29.87%,9.74%,,,,,,,,,,
UNSW Business School,Undergraduate,ACTL3151 Act Math for Insurance & Super 000533 1 UGRD,2022,2022 Term 1,3.39%,,,,,,23.16%,29.38%,24.86%,16.38%,,,,,,,1.69%,,1.13%,
UNSW Business School,Undergraduate,ACTL3191 Super and Retirement Benefits 063256 1 UGRD,2022,2022 Term 1,3.95%,,,,,,14.47%,28.95%,32.89%,19.74%,,,,,,,,,,
UNSW Business School,Undergraduate,ACTL3202 Industry Placement 2 063598 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,ACTL4001 Actuarial Theory & Practice A 052618 1 UGRD,2022,2022 Term 1,,,,,,,19.19%,28.28%,40.40%,12.12%,,,,,,,,,,
UNSW Business School,Undergraduate,ACTL4010 Thesis (Actuarial Studies) A 065865 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Postgraduate,ACTL5100 Actuarial Theory & Pract. A 052716 1 PGRD,2022,2022 Term 1,,,,,,,28.00%,36.00%,20.00%,12.00%,,,,,,,,,4.00%,
UNSW Business School,Postgraduate,ACTL5101 Prob.& Statis. for Actuaries 052709 1 PGRD,2022,2022 Term 1,6.25%,,,,,,25.00%,31.25%,37.50%,,,,,,,,,,,
UNSW Business School,Postgraduate,ACTL5102 Financial Mathematics 052710 1 PGRD,2022,2022 Term 1,14.29%,,,,,,19.05%,23.81%,23.81%,14.29%,,,,,,,,,,4.76%
UNSW Business School,Postgraduate,ACTL5104 Survival Analysis & Prediction 052712 1 PGRD,2022,2022 Term 1,6.45%,,,,,,41.94%,32.26%,19.35%,,,,,,,,,,,
UNSW Business School,Postgraduate,ACTL5105 Life Insurance & Super. 052713 1 PGRD,2022,2022 Term 1,14.81%,,,,,,44.44%,37.04%,3.70%,,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,ADAD3000 Professional Experience 064631 1 UGRD,2022,2022 Term 1,,,,,,,,,,,100.00%,,,,,,,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ADAD9113 Communication Skills 062796 1 PGRD,2022,2022 Term 1,,,4.88%,,,,12.20%,43.90%,26.83%,9.76%,,,,,,,2.44%,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ADAD9312 Leadership 064118 1 PGRD,2022,2022 Term 1,0.80%,,,,,,10.40%,46.40%,35.20%,7.20%,,,,,,,,,,
Faculty of Engineering,Undergraduate,AERO3410 Aerospace Structures 058454 1 UGRD,2022,2022 Term 1,11.27%,,,,,,35.21%,21.13%,26.76%,4.23%,,,,,,,1.41%,,,
Faculty of Engineering,Undergraduate,AERO3630 Aerodynamics 058455 1 UGRD,2022,2022 Term 1,2.41%,,,,,,15.66%,14.46%,20.48%,44.58%,,,,,,,1.20%,,,1.20%
Faculty of Engineering,Undergraduate,"AERO3660 Flight Performance, Propulsion 063713 1 UGRD",2022,2022 Term 1,5.88%,,,,,,32.35%,26.47%,25.00%,10.29%,,,,,,,,,,
Faculty of Engineering,Undergraduate,AERO4620 Dynamics of Aerospace Vehicles 001151 1 UGRD,2022,2022 Term 1,,,,,,,3.90%,20.78%,50.65%,23.38%,,,,,,,1.30%,,,
Faculty of Engineering,Postgraduate,AERO9610 The Space Segment 063745 1 PGRD,2022,2022 Term 1,4.55%,,,,,,11.36%,20.45%,43.18%,20.45%,,,,,,,,,,
Faculty of Engineering,Undergraduate,AERO9610 The Space Segment 063745 2 UGRD,2022,2022 Term 1,4.44%,,,,,,4.44%,11.11%,13.33%,66.67%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM6131 Leadership 064480 1 PGRD,2022,2022 Term 1,2.34%,,,,,,2.34%,31.31%,53.74%,5.61%,,,,,,,1.87%,1.40%,1.40%,
UNSW Business School,Postgraduate,AGSM6143 Strategy 065377 1 PGRD,2022,2022 Term 1,1.10%,,,,,,1.10%,21.55%,68.51%,5.52%,,,,,,,0.55%,,1.66%,
UNSW Business School,Postgraduate,AGSM6210 Accounting & Financial Mngt 013228 1 PGRD,2022,2022 Term 1,1.39%,,,,,,16.67%,18.06%,38.89%,20.83%,,,,,,,4.17%,,,
UNSW Business School,Postgraduate,AGSM6234 Data Analytics & Decision-mkg 066619 1 PGRD,2022,2022 Term 1,,,,,,,,6.67%,60.00%,33.33%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM6251 Marketing Management 057011 1 PGRD,2022,2022 Term 1,1.59%,,,,,,1.59%,25.40%,66.67%,1.59%,,,,,,,3.17%,,,
UNSW Business School,Postgraduate,AGSM6275 Managing People & Organisation 013237 1 PGRD,2022,2022 Term 1,2.02%,,,,,,5.05%,13.13%,64.65%,14.14%,,,,,,,,,1.01%,
UNSW Business School,Postgraduate,AGSM6321 Corporate Finance 013241 1 PGRD,2022,2022 Term 1,2.00%,,2.00%,,,,8.00%,22.00%,42.00%,22.00%,,,,,,,2.00%,,,
UNSW Business School,Postgraduate,AGSM9101 Project Management 064456 1 PGRD,2022,2022 Term 1,,,2.99%,,,,1.49%,25.37%,58.21%,10.45%,,,,,,,,,,1.49%
UNSW Business School,Postgraduate,AGSM9122 Economics in Management Practi 064470 1 PGRD,2022,2022 Term 1,0.94%,,,,,,1.89%,12.26%,52.83%,32.08%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9132 Corporate Innovation 064481 1 PGRD,2022,2022 Term 1,,,,,,,,8.51%,63.83%,27.66%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9137 Advanced Finance 065445 1 PGRD,2022,2022 Term 1,,,,,,,8.33%,11.67%,41.67%,38.33%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9150 Digital Innovation 065885 1 PGRD,2022,2022 Term 1,,,,,,,,23.91%,43.48%,32.61%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9152 Digital Strategy 066054 1 PGRD,2022,2022 Term 1,3.45%,,,,,,10.34%,44.83%,37.93%,3.45%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9153 Implementing Strategy 065970 1 PGRD,2022,2022 Term 1,,,,,,,1.96%,37.25%,52.94%,7.84%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9154 Managing with Digital Tech 065969 1 PGRD,2022,2022 Term 1,1.75%,,,,,,5.26%,36.84%,47.37%,7.02%,,,,,,,,1.75%,,
UNSW Business School,Postgraduate,AGSM9155 Strategic Consulting Project 065884 1 PGRD,2022,2022 Term 1,,,,,,,,,52.94%,47.06%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9156 Entrepreneurship & Innovation 066704 1 PGRD,2022,2022 Term 1,4.00%,,,,,,8.00%,16.00%,56.00%,16.00%,,,,,,,,,,
UNSW Business School,Postgraduate,AGSM9272 Change Skills 013234 1 PGRD,2022,2022 Term 1,1.82%,,,,,,9.09%,38.18%,40.00%,7.27%,,,,,,,3.64%,,,
UNSW Business School,Postgraduate,AGSM9274 Systems for Change 013236 1 PGRD,2022,2022 Term 1,,,,,,,7.69%,15.38%,69.23%,7.69%,,,,,,,,,,
Faculty of Medicine,Undergraduate,ANAT2111 Introductory Anatomy 001586 1 UGRD,2022,2022 Term 1,3.76%,,,,,,18.28%,24.19%,34.41%,19.35%,,,,,,,,,,
Faculty of Medicine,Undergraduate,ANAT2451 Functional Anatomy for HESC 062727 1 UGRD,2022,2022 Term 1,6.03%,,,,,,40.52%,32.76%,16.38%,2.59%,,,,,,,0.86%,,,0.86%
Faculty of Medicine and Health,Undergraduate,ANAT3121 Visceral Anatomy 001590 1 UGRD,2022,2022 Term 1,4.55%,,,,,,34.85%,25.76%,27.27%,6.06%,,,,,,,,,1.52%,
Faculty of Medicine and Health,Undergraduate,ANAT3411 Neuroanatomy 001597 1 UGRD,2022,2022 Term 1,10.42%,,,,,,23.96%,17.71%,22.92%,17.71%,,,,,,,3.13%,,4.17%,
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH1080 Architecture & Enabling Skills 064759 1 UGRD,2022,2022 Term 1,6.60%,,,,,,13.20%,30.46%,39.59%,9.14%,,,,,,,1.02%,,,
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH1101 Architectural Design Studio 1 001981 1 UGRD,2022,2022 Term 1,10.59%,,1.18%,,,,18.82%,30.59%,25.29%,12.35%,,,,,,,1.18%,,,
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH1201 Architectural Design Studio 3 001998 1 UGRD,2022,2022 Term 1,3.14%,,1.26%,,,,10.69%,35.22%,30.82%,18.87%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH1311 Architectural Design Studio 5 064776 1 UGRD,2022,2022 Term 1,3.67%,,1.83%,,,,18.35%,41.28%,27.52%,4.59%,,,,,,,1.83%,,0.92%,
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH1331 Architectural Fabrication 064777 1 UGRD,2022,2022 Term 1,4.90%,,0.98%,,,,10.78%,34.31%,24.51%,19.61%,,,,,,,1.96%,,1.96%,0.98%
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH1481 Critical Review of Literature 064802 1 UGRD,2022,2022 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
"Faculty of Arts, Design and Architecture",Undergraduate,ARCH2170 Building Information Modelling 066256 1 UGRD,2022,2022 Term 1,5.43%,,,,,,7.75%,10.85%,33.33%,40.31%,,,,,,,2.33%,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7111 Arch Design Studio 1 059047 1 PGRD,2022,2022 Term 1,2.40%,,,,,,22.40%,36.80%,26.40%,11.20%,,,,,,,,,0.80%,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7183 Professional Practice 2 066364 1 PGRD,2022,2022 Term 1,3.19%,,,,,,21.28%,25.53%,38.30%,11.70%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7201 Research Studio 002349 1 PGRD,2022,2022 Term 1,2.13%,,,,,,4.26%,42.55%,40.43%,10.64%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7211 Research Studio 064761 1 PGRD,2022,2022 Term 1,8.70%,,,,,,21.74%,39.13%,26.09%,4.35%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7212 Research Studio 064765 1 PGRD,2022,2022 Term 1,,,,,,,24.00%,44.00%,28.00%,4.00%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7214 Architecture and Politics 064771 1 PGRD,2022,2022 Term 1,,,,,,,4.55%,36.36%,45.45%,13.64%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Postgraduate,ARCH7223 Elements of Arch Design 066365 1 PGRD,2022,2022 Term 1,0.88%,,,,,,22.81%,34.21%,34.21%,7.89%,,,,,,,,,,
