Faculty,Academic Career,Course,Year,Term,FL,UF,AF,CN,EF,EM,PS,CR,DN,HD,SY,AS,CM,CO,EC,PE,AW,NC,NF,PW
UNSW Business School,Postgraduate,FINS5530 Financial Institution Mgmt 007983 1 PGRD,2022,2022 Summer Term,1.82%,,,,,,21.82%,37.73%,30.00%,8.18%,,,,,,,,,0.45%,
UNSW Business School,Undergraduate,GENC3004 Personal Finance 063001 1 UGRD,2022,2022 Summer Term,1.84%,,,,,,12.27%,28.22%,34.97%,19.02%,,,,,,,3.07%,,,0.61%
Faculty of Engineering,Undergraduate,GENE1500 Creative Entrepreneurship 066482 1 UGRD,2022,2022 Summer Term,,,,,,,,17.65%,52.94%,29.41%,,,,,,,,,,
Faculty of Law and Justice,Undergraduate,GENL1021 World Religions 059489 1 UGRD,2022,2022 Summer Term,2.94%,,,,,,11.76%,25.00%,41.18%,16.18%,,,,,,,1.47%,1.47%,,
Faculty of Science,Undergraduate,GENS1112 Genetics and Society 066407 1 UGRD,2022,2022 Summer Term,4.35%,,,,,,8.70%,8.70%,30.43%,34.78%,,,,,,,13.04%,,,
Faculty of Engineering,Postgraduate,GSOE9510 Ethics & Leadership in Eng 061371 1 PGRD,2022,2022 Summer Term,,,,,,,9.09%,54.55%,29.29%,7.07%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,HUMS1006 Presentation Skills 065320 1 UGRD,2022,2022 Summer Term,3.39%,1.69%,,,,,13.56%,25.42%,45.76%,6.78%,,,,,,,1.69%,,,1.69%
"Faculty of Arts, Design and Architecture",Undergraduate,HUMS1009 Good Sounds Feel Better 065802 1 UGRD,2022,2022 Summer Term,,,,,,,13.79%,10.34%,34.48%,41.38%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,HUMS1010 Exp Sydney Opera House 066111 1 UGRD,2022,2022 Summer Term,7.69%,,,,,,30.77%,23.08%,28.21%,7.69%,,,,,,,2.56%,,,
"Faculty of Arts, Design and Architecture",Undergraduate,HUMS1012 Indigenous Languages of Aus 066576 1 UGRD,2022,2022 Summer Term,13.33%,,,,,,13.33%,33.33%,26.67%,6.67%,,,,,,,6.67%,,,
"Faculty of Arts, Design and Architecture",Postgraduate,IEST7500 Environmental Technologies 052048 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
"Faculty of Arts, Design and Architecture",Postgraduate,IEST8001 Enviro. Leadership Practicum I 053195 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Postgraduate,JURD7386 Human Rights Defender 060737 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Postgraduate,JURD7555 UNSW Law Internships 065486 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Undergraduate,LAWS3086 International Law Moot 011188 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Undergraduate,LAWS3183 Aust. Journal of Human Rights 011203 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Undergraduate,LAWS3441 Law Journal (Issue Ed) 011257 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Undergraduate,LAWS3510 Mediation Competition 059239 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Undergraduate,LAWS3555 UNSW Law Internships 065481 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Undergraduate,MARK2012 Marketing Fundamentals 011909 1 UGRD,2022,2022 Summer Term,2.99%,,,,,,10.45%,26.87%,38.81%,20.90%,,,,,,,,,,
Faculty of Medicine,Undergraduate,MFAC1515 BGD (Spec Prog) 059169 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,MFAC1517 AE(Spec Prog) 059173 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,MFAC1519 HM (Spec Prog) 059174 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,MFAC2510 Graduate Entry Bridging 060476 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,MFAC3501 Medicine 055806 1 UGRD,2022,2022 Summer Term,,,,,,,1.28%,8.97%,52.56%,35.90%,1.28%,,,,,,,,,
Faculty of Medicine,Undergraduate,MFAC3502 Surgery 055807 1 UGRD,2022,2022 Summer Term,,,,,,,,14.29%,50.65%,35.06%,,,,,,,,,,
Faculty of Medicine,Undergraduate,MFAC3503 Psychiatry 055808 1 UGRD,2022,2022 Summer Term,,,,,,,,,13.79%,86.21%,,,,,,,,,,
Faculty of Medicine,Undergraduate,MFAC3504 Primary Care 055809 1 UGRD,2022,2022 Summer Term,3.23%,,,,,,12.90%,54.84%,25.81%,,,,,,,,,3.23%,,
Faculty of Medicine,Undergraduate,MFAC3505 Obstetrics & Gynaecology 055811 1 UGRD,2022,2022 Summer Term,,,,,,,,7.14%,32.14%,60.71%,,,,,,,,,,
Faculty of Medicine,Undergraduate,MFAC3506 Children's Health (Paeds) 055813 1 UGRD,2022,2022 Summer Term,,,,,,,,23.33%,60.00%,13.33%,,,,,,,,,,3.33%
Faculty of Medicine,Undergraduate,MFAC3508 Critical Care 055816 1 UGRD,2022,2022 Summer Term,,,,,,,4.76%,28.57%,42.86%,23.81%,,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,MFAC3514 Elective 064064 1 UGRD,2022,2022 Summer Term,,,,,,,,,,,99.60%,,,,,,,0.40%,,
UNSW Business School,Postgraduate,MNGT5585 Individual Study in Mngt -6uoc 060262 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Business School,Postgraduate,MNGT7497 Growth 065134 1 PGRD,2022,2022 Summer Term,,,,,,,,10.26%,56.41%,30.77%,,,,,,,,,2.56%,
Faculty of Medicine and Health,Undergraduate,NEUR4441 Neurosci Res 064241 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,OPTM8514 Research Project 065552 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,,,100.00%,,,,,
Faculty of Science,Undergraduate,PHYS1160 Introduction to Astronomy 060303 1 UGRD,2022,2022 Summer Term,3.37%,,,,,,6.14%,13.47%,33.27%,42.57%,,,,,,,0.99%,,0.20%,
Faculty of Science,Postgraduate,PHYS9110 Everyday Physics for Teachers 065035 1 PGRD,2022,2022 Summer Term,,,,,,,9.09%,18.18%,27.27%,45.45%,,,,,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX1120 Administrative Law Practice 066178 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,33.33%,66.67%,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX1150 Banking and Finance 066179 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,43.75%,56.25%,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX1180 Criminal Law Practice 066177 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,36.36%,63.64%,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX1210 Family Law Practice 066176 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,,100.00%,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX1230 Consumer Law Practice 066457 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Law and Justice,Postgraduate,PLTX1240 Employment & Indust. Relations 066175 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,15.38%,84.62%,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX1300 Workplace Experience 1 065996 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,,100.00%,,,,,,
Faculty of Law and Justice,Postgraduate,PLTX2020 Workplace Experience 2 065995 1 PGRD,2022,2022 Summer Term,,,,,,,,,,,,,,100.00%,,,,,,
Faculty of Science,Undergraduate,PSYC1022 Psychology of Addiction 063925 1 UGRD,2022,2022 Summer Term,4.82%,,2.41%,,,,20.48%,27.71%,30.12%,8.43%,,,,,,,6.02%,,,
Faculty of Science,Undergraduate,"PSYC1024 Anxiety, Mood and Stress 063927 1 UGRD",2022,2022 Summer Term,5.00%,,1.25%,,,,12.50%,13.75%,30.00%,35.00%,,,,,,,2.50%,,,
Faculty of Science,Undergraduate,SCIF1004 Science and the Cinema 063224 1 UGRD,2022,2022 Summer Term,5.86%,,,,,,23.01%,20.92%,17.15%,28.87%,,,,,,,3.77%,,,0.42%
Faculty of Science,Undergraduate,SCIF3199 Science Work Placement 065033 1 UGRD,2022,2022 Summer Term,,,,,,,,,,,100.00%,,,,,,,,,
Faculty of Medicine,Undergraduate,SOMS1501 Inside the Criminal Mind 065311 1 UGRD,2022,2022 Summer Term,,,2.63%,,,,2.63%,10.53%,42.11%,36.84%,,,,,,,2.63%,,,2.63%
UNSW Business School,Undergraduate,TABL2793 Enviro Sustainability & Tax 066024 1 UGRD,2022,2022 Summer Term,,,,,,,2.33%,48.84%,41.86%,6.98%,,,,,,,,,,
Faculty of Engineering,Postgraduate,YENG9741 Nuclear Power Engineering 065260 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,YMED1003 General Biology 065291 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,YMED1005 Intro to Anat and Phys 065877 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Undergraduate,YMED1008 Introduction to Global Health 065294 1 UGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine,Postgraduate,YMED5000 Integrated Emergency Managemen 065153 1 PGRD,2022,2022 Summer Term,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
